date,open,high,low,close,volume,turnover rate,PE_TTM,PB_LF,number of advancing stocks,number of declining stocks,market capitalization
2018/12/6,3218.11,3223.52,3179.89,3181.67,956.79,0.28,10.61,1.28,18,277,302301.87
2018/12/7,3187.49,3193.82,3176.71,3181.56,663.24,0.2,10.62,1.28,184,94,302438.53
2018/12/10,3153.52,3170.15,3134.38,3144.76,737.17,0.23,10.52,1.28,51,242,299611.35
2018/12/11,3148.23,3161.96,3143.61,3159.82,600.15,0.2,10.55,1.29,203,78,300578.79
2018/12/12,3181.57,3182.21,3160.28,3170.61,605.36,0.2,10.59,1.29,185,91,301813.08
2018/12/13,3178.89,3234.08,3169.42,3219.69,1033.75,0.33,10.74,1.31,264,28,305844.07
2018/12/14,3207.35,3210.72,3165.91,3165.91,915.77,0.31,10.58,1.29,19,276,301457.81
2018/12/17,3158.28,3167.51,3134.37,3161.2,771.51,0.25,10.71,1.32,140,144,307543.47
2018/12/18,3139.95,3165,3114.47,3128.43,720.35,0.24,10.6,1.3,55,233,304505.2
2018/12/19,3133.74,3137.01,3086.76,3091.13,678.73,0.21,10.49,1.29,36,251,301268.58
2018/12/20,3083.54,3097.72,3044.29,3067.42,781.81,0.26,10.4,1.28,127,158,298718.51
2018/12/21,3055.33,3057.4,3007.61,3029.4,848.24,0.29,10.29,1.26,53,229,295673.39
2018/12/24,3015.5,3040.35,3007.33,3038.2,638.81,0.21,10.32,1.27,179,97,296468.56
2018/12/25,3006.88,3030.14,2964.88,3017.28,804.14,0.29,10.25,1.26,74,220,294387.87
2018/12/26,3012.87,3029.06,2996.48,3002.03,585.75,0.21,10.22,1.26,87,198,293464.92
2018/12/27,3042.95,3047.23,2990.51,2990.51,811.59,0.3,10.18,1.25,84,193,292338.84
2018/12/28,2994.8,3024.35,2984.82,3010.65,781.45,0.26,10.23,1.26,200,81,293959.53
2019/1/2,3017.07,3018.78,2958.49,2969.54,761.06,0.26,10.09,1.24,70,216,289728.34
2019/1/3,2963.02,3000.44,2953.25,2964.84,766.65,0.26,10.09,1.24,145,142,289765.54
2019/1/4,2940.19,3036.81,2935.83,3035.87,1071.41,0.38,10.3,1.26,286,12,295801.3
2019/1/7,3055.15,3061.75,3035.91,3054.3,1057.04,0.38,10.34,1.27,217,73,296944.13
2019/1/8,3049.87,3055.51,3038.53,3047.7,796.29,0.32,10.31,1.27,103,184,296227.32
2019/1/9,3065.23,3117.96,3062.85,3078.48,1171.3,0.4,10.41,1.28,181,103,298960.16
2019/1/10,3077.48,3092.54,3062.57,3072.69,902.07,0.32,10.37,1.27,87,207,297823.45
2019/1/11,3082.26,3102.83,3071.03,3094.78,774.2,0.27,10.44,1.28,218,62,299828.58
2019/1/14,3092.5,3097.41,3064.38,3067.78,681.16,0.25,10.35,1.27,74,213,297344.67
2019/1/15,3071.52,3129.37,3064.67,3127.99,999.77,0.33,10.51,1.29,262,26,302027.21
2019/1/16,3126.13,3135.01,3117.29,3128.65,857.82,0.3,10.52,1.29,120,164,302223.42
2019/1/17,3132.63,3141.71,3110.06,3111.42,828.88,0.3,10.48,1.29,79,206,301187.14
2019/1/18,3124.5,3171.69,3120.35,3168.17,1067.81,0.39,10.66,1.31,266,29,306516.84
2019/1/21,3170.88,3199.21,3170.88,3185.64,1055.37,0.35,10.73,1.32,170,109,308381.91
2019/1/22,3181.95,3181.95,3135.34,3143.32,781.51,0.27,10.6,1.3,31,265,304491.66
2019/1/23,3136.1,3157.63,3131.87,3141.05,626.7,0.22,10.6,1.3,134,151,304571.84
2019/1/24,3146.6,3165.63,3125.3,3158.78,809.64,0.27,10.65,1.3,184,98,305997.36
2019/1/25,3165.18,3203.17,3164.41,3184.47,932.08,0.31,10.74,1.32,157,129,308607.94
2019/1/28,3203.12,3228.87,3174.72,3183.78,973.71,0.31,10.78,1.32,130,153,308711.41
2019/1/29,3177.26,3200.99,3148.23,3193.97,859.44,0.29,10.82,1.32,121,167,309799.12
2019/1/30,3181.66,3202.9,3167.89,3168.48,730.05,0.24,10.75,1.31,74,212,307883.53
2019/1/31,3182.7,3216.07,3178.01,3201.63,975.1,0.32,10.89,1.33,160,131,311455.26
2019/2/1,3225.73,3247.5,3207.72,3247.4,947.66,0.3,11.01,1.34,269,24,314758.71
2019/2/11,3239.81,3307.06,3239.81,3306.47,1147.52,0.37,11.14,1.36,273,21,318671.17
2019/2/12,3306.35,3335.36,3298.63,3330.34,1228.34,0.45,11.21,1.36,235,56,320660.45
2019/2/13,3337.78,3405.58,3329.14,3397.03,1688.66,0.61,11.42,1.39,282,16,326751.26
2019/2/14,3392.85,3415.4,3381.98,3402.14,1386.49,0.56,11.41,1.39,131,158,326419.95
2019/2/15,3391.24,3395.03,3335.87,3338.7,1415.55,0.53,11.2,1.36,51,244,320467.93
2019/2/18,3366.42,3445.74,3366.42,3445.74,1804.5,0.68,11.51,1.4,300,0,329388.93
2019/2/19,3454.72,3480.79,3419.07,3439.61,1857.63,0.66,11.5,1.4,100,188,329053.53
2019/2/20,3449.93,3463.77,3421.51,3451.93,1455.7,0.55,11.55,1.4,149,134,330338.82
2019/2/21,3450.14,3500.25,3431.63,3442.71,1851.97,0.67,11.5,1.4,91,202,329114.61
2019/2/22,3439.38,3520.12,3417.98,3520.12,2028.69,0.69,11.7,1.42,258,39,334952.74
2019/2/25,3575.85,3729.48,3574.69,3729.48,3763.82,1.27,12.39,1.51,296,3,354465.82
2019/2/26,3734.71,3762.11,3679.27,3684.69,3876.33,1.33,12.24,1.49,115,181,350440.13
2019/2/27,3682.81,3737.63,3638.33,3678.39,3073.06,1.06,12.28,1.49,106,187,351122.89
2019/2/28,3675.26,3695.46,3650.05,3669.37,2060.11,0.68,12.23,1.48,128,167,349347.94
2019/3/1,3699.22,3749.71,3668.77,3749.71,2356.21,0.76,12.5,1.51,234,61,356799.4
2019/3/4,3783.04,3886.58,3764.78,3794.1,3763.97,1.2,12.63,1.53,261,32,360335.08
2019/3/5,3785.38,3816.16,3770.79,3816.01,2614.64,0.85,12.67,1.53,204,87,361561.52
2019/3/6,3822.86,3855.16,3787.52,3848.09,3311.56,1.18,12.79,1.55,204,85,365113.64
2019/3/7,3841.15,3845.18,3778.8,3808.85,3593.39,1.22,12.67,1.53,101,196,361543.43
2019/3/8,3721.4,3774.54,3656.19,3657.58,3492.97,1.18,12.15,1.47,20,280,346950.61
2019/3/11,3663.98,3731.91,3650.81,3729.95,2687.18,0.85,12.34,1.49,282,16,352781.3
2019/3/12,3758.32,3804.72,3723.68,3755.35,3251.81,1.02,12.43,1.5,199,88,355201.85
2019/3/13,3758.71,3763.09,3708.81,3724.19,2861.71,0.86,12.3,1.49,70,222,351962.31
2019/3/14,3710.29,3747.82,3673.85,3698.49,2318.2,0.71,12.22,1.48,68,227,349743.38
2019/3/15,3713.94,3782.24,3713.94,3745.01,2241.94,0.65,12.34,1.49,245,49,353193
2019/3/18,3753.64,3851.75,3733.68,3851.75,2764.73,0.8,12.66,1.53,287,12,362139.37
2019/3/19,3856.59,3868.34,3815.22,3833.96,2240.97,0.67,12.62,1.53,110,180,360690.21
2019/3/20,3825.34,3855.15,3790.51,3835.44,2154.07,0.65,12.61,1.52,108,184,360215.6
2019/3/21,3840.28,3864.07,3823.47,3836.89,2319.93,0.73,12.61,1.52,156,132,360293.89
2019/3/22,3838.13,3845.58,3786.59,3833.8,1985.18,0.63,12.58,1.52,108,179,359736.4
2019/3/25,3776.44,3807.18,3741.61,3742.83,2233.97,0.73,12.28,1.49,43,253,351188.04
2019/3/26,3766.53,3770.84,3687.55,3700.44,1965.48,0.64,12.15,1.47,58,238,347675.78
2019/3/27,3724.41,3750.26,3703.45,3743.39,1775.08,0.51,12.27,1.49,198,91,351073.63
2019/3/28,3731.06,3755.72,3710.08,3728.4,1726.04,0.49,12.26,1.47,71,221,349050.89
2019/3/29,3739.77,3876.38,3739.77,3872.34,2830.22,0.8,12.68,1.52,286,12,361096.41
2019/4/1,3901.17,3982.91,3901.17,3973.93,3407.99,1,13.01,1.55,288,8,369814.07
2019/4/2,3986.34,3988.1,3956.51,3971.29,2818.92,0.84,13,1.55,109,181,369444.45
2019/4/3,3947.87,4026.5,3939.78,4022.16,2848.26,0.86,13.16,1.57,226,63,373801.11
2019/4/4,4039.74,4072.11,4021.71,4062.23,3135.39,0.96,13.31,1.58,174,116,378115.33
2019/4/8,4097.1,4122.6,4017.49,4057.23,3246.7,0.99,13.31,1.58,114,180,378050.55
2019/4/9,4063.81,4084.24,4038.28,4075.43,2431.88,0.68,13.32,1.58,135,155,378095.9
2019/4/10,4062.44,4115.38,4035.47,4085.85,2782.82,0.72,13.32,1.58,100,192,378147.74
2019/4/11,4083.46,4097.12,3990.24,3997.58,2362.59,0.62,13.08,1.55,26,265,371464.04
2019/4/12,3986.78,4006.93,3961.46,3988.62,1787.96,0.5,13.06,1.55,146,136,371203.86
2019/4/15,4056.49,4085.39,3974.23,3975.52,2362.99,0.67,13.05,1.55,71,217,370800.86
2019/4/16,3958.1,4085.79,3943.49,4085.79,2505.69,0.75,13.42,1.59,284,14,381124.76
2019/4/17,4080.72,4106.62,4057.5,4087.24,2288.24,0.67,13.44,1.6,125,166,381692.05
2019/4/18,4085.11,4094.05,4056.24,4072.08,1878.13,0.54,13.38,1.59,81,207,379871.15
2019/4/19,4076.3,4120.64,4046.2,4120.61,1947.02,0.56,13.49,1.6,206,83,383162.18
2019/4/22,4125.97,4126.09,4015.47,4025.61,2443.81,0.7,13.19,1.57,47,252,374932.96
2019/4/23,4021.63,4061.09,4005.28,4019.01,2041.22,0.57,13.17,1.56,81,210,374300
2019/4/24,4033.63,4044.34,3967.81,4030.09,1864.98,0.54,13.18,1.57,200,88,374920.88
2019/4/25,4013.6,4022.56,3938.33,3941.82,1975.31,0.59,12.93,1.53,23,275,367582.74
2019/4/26,3921.89,3943.83,3887.25,3889.27,1865.72,0.52,12.69,1.51,61,235,363442.11
2019/4/29,3896.58,3953.23,3875.45,3900.33,2039.47,0.57,12.66,1.5,120,174,364572.49
2019/4/30,3887.18,3923.11,3885.15,3913.21,1616.66,0.43,12.58,1.47,207,79,365530.93
2019/5/6,3775.08,3791.61,3647.14,3684.62,2541.15,0.73,11.91,1.39,5,294,346273.34
2019/5/7,3702.27,3738.18,3671.83,3720.67,1836.59,0.49,11.98,1.4,230,65,348387.56
2019/5/8,3648.55,3722.93,3642.5,3667.46,1450.58,0.41,11.82,1.38,71,223,343577.85
2019/5/9,3637.35,3656.9,3584.82,3599.7,1418.29,0.37,11.62,1.36,31,263,337799.81
2019/5/10,3643.06,3732.92,3589.29,3730.45,1950.67,0.54,11.98,1.4,297,1,348163.18
2019/5/13,3675.76,3702.9,3658,3668.73,1350.54,0.38,11.8,1.38,51,247,342911.53
2019/5/14,3630.44,3683.26,3630.44,3645.15,1352.63,0.38,11.73,1.37,73,223,340959.51
2019/5/15,3674.99,3741.04,3674.99,3727.09,1525.35,0.4,11.95,1.4,293,6,347534.84
2019/5/16,3720.04,3745.14,3707.9,3743.96,1398.52,0.43,12.01,1.41,201,83,349016.03
2019/5/17,3744.88,3745.36,3637.58,3648.76,1540.92,0.47,11.75,1.38,9,287,341469.83
2019/5/20,3635.74,3644.5,3583.83,3617.79,1341.94,0.4,11.69,1.37,111,179,339983.91
2019/5/21,3619.44,3690.09,3610.68,3666.78,1330.71,0.41,11.82,1.39,279,17,343767.88
2019/5/22,3663.15,3679.27,3634.75,3649.38,1217.75,0.36,11.77,1.38,88,203,342294.38
2019/5/23,3629.53,3631.47,3578.11,3583.96,1256.12,0.37,11.61,1.36,27,268,337578.41
2019/5/24,3584.9,3623.39,3580.79,3593.91,1013.37,0.3,11.64,1.37,130,154,338425.41
2019/5/27,3592.6,3648.03,3556.26,3637.2,1333.99,0.4,11.76,1.38,277,20,341752.06
2019/5/28,3633.02,3683.23,3627.79,3672.26,1489.66,0.43,11.85,1.39,193,93,344621.85
2019/5/29,3642.54,3693.23,3637.35,3663.91,1200.02,0.34,11.84,1.39,82,208,344134.33
2019/5/30,3648.85,3650.97,3612.62,3641.18,1128.64,0.35,11.8,1.38,79,209,342960.94
2019/5/31,3641,3668.18,3627.54,3629.79,1082.64,0.33,11.75,1.38,115,173,341688.25
2019/6/3,3640.61,3672.81,3613.13,3632.01,1239.02,0.37,11.76,1.38,119,167,341850.88
2019/6/4,3632.56,3636.13,3584.46,3598.47,1094.67,0.32,11.68,1.37,65,226,339614.74
2019/6/5,3627.79,3634.45,3593.95,3597.11,1146.34,0.32,11.69,1.37,167,117,339932.41
2019/6/6,3601.04,3601.04,3557.02,3564.68,1043.67,0.31,11.6,1.36,52,231,337289.42
2019/6/10,3578.01,3623.73,3568.28,3610.74,1173.47,0.34,11.72,1.38,224,68,340831.3
2019/6/11,3617.52,3723.14,3617.52,3719.28,1808.99,0.52,11.99,1.41,298,1,348644.61
2019/6/12,3706.86,3711.88,3683.94,3691.1,1322.96,0.44,11.91,1.4,50,241,346333.5
2019/6/13,3689.58,3697.59,3654.27,3685.39,1104.6,0.35,11.89,1.4,129,155,345709.07
2019/6/14,3690.48,3709.65,3650.91,3654.88,1165.84,0.37,11.81,1.39,51,242,343391.75
2019/6/17,3654.44,3683.77,3645.5,3654.82,930.93,0.27,11.99,1.42,151,128,352539.86
2019/6/18,3661.13,3675.65,3638.78,3667.62,894.73,0.26,12.02,1.43,139,146,353506.24
2019/6/19,3761.34,3771.35,3715.13,3715.94,1725.74,0.46,12.15,1.45,272,21,357314.72
2019/6/20,3718.94,3845.79,3717.19,3828.52,2277.27,0.62,12.47,1.48,287,13,366759.12
2019/6/21,3832.73,3856.09,3817.31,3833.94,1999.62,0.57,12.49,1.49,202,84,367244.72
2019/6/24,3836.31,3853.55,3819.77,3841.27,1436.45,0.37,12.52,1.49,127,161,368071.55
2019/6/25,3837.43,3838.06,3755.01,3801.31,1693.59,0.46,12.4,1.48,64,228,364570.86
2019/6/26,3779.51,3809.76,3771.72,3794.33,1121.07,0.3,12.38,1.47,146,134,363920.08
2019/6/27,3807.54,3854.08,3805.83,3834.82,1564.83,0.39,12.48,1.49,221,61,367042
2019/6/28,3832.06,3835.23,3803.05,3825.59,1165.12,0.31,12.44,1.48,78,213,365851.78
2019/7/1,3899.33,3936.67,3886.91,3935.81,2174.7,0.58,12.74,1.52,290,9,374522.82
2019/7/2,3931.05,3942.43,3918.94,3937.17,1739.97,0.49,12.74,1.52,138,147,374685.11
2019/7/3,3927.44,3927.44,3878.84,3893.53,1631.46,0.41,12.63,1.51,85,206,371352.38
2019/7/4,3895.2,3906.89,3854.69,3873.1,1426.69,0.37,12.58,1.5,113,171,369939.39
2019/7/5,3875.37,3900.31,3857.93,3893.2,1162.37,0.27,12.62,1.51,142,145,371154.8
2019/7/8,3875.75,3875.75,3775.03,3802.79,1471.98,0.4,12.34,1.47,14,285,362930.67
2019/7/9,3798.1,3811.1,3774.76,3793.13,1131.48,0.28,12.31,1.47,138,139,361829.9
2019/7/10,3807.95,3810.4,3774.23,3786.74,1013.55,0.27,12.24,1.47,86,210,359892.3
2019/7/11,3806.19,3830.74,3774.41,3785.22,1136.75,0.28,12.25,1.47,131,146,360184.95
2019/7/12,3783.07,3820.24,3774.52,3808.73,1070.08,0.28,12.33,1.48,189,91,362667.9
2019/7/15,3792.64,3844.87,3745.85,3824.19,1424.93,0.37,12.36,1.48,193,96,363701.1
2019/7/16,3819.25,3828.33,3799.87,3806.84,1084.5,0.3,12.32,1.48,131,149,362538.26
2019/7/17,3800.11,3820.27,3787.9,3804.64,1167.67,0.35,12.3,1.48,131,146,362001.49
2019/7/18,3793.19,3793.39,3768,3768.4,1116.69,0.32,12.2,1.47,38,259,359232.05
2019/7/19,3787.51,3828.15,3787.51,3807.96,1177.98,0.32,12.3,1.48,223,62,362630.57
2019/7/22,3813.5,3816.54,3765.44,3781.68,1178.1,0.34,12.22,1.47,55,237,360273.02
2019/7/23,3783.54,3792.96,3768.76,3789.91,1038.67,0.26,12.25,1.47,213,71,361177.66
2019/7/24,3803.59,3840.06,3803.57,3819.83,1299.41,0.33,12.34,1.48,229,59,364007.38
2019/7/25,3821.39,3851.07,3812.95,3851.07,1259,0.35,12.4,1.49,185,92,366343.37
2019/7/26,3835.23,3863.59,3832.52,3858.57,1109.3,0.31,12.42,1.5,140,134,366869.62
2019/7/29,3857.94,3862.75,3842.43,3854.27,1116.79,0.31,12.41,1.49,112,171,366451.73
2019/7/30,3861.57,3890.73,3861.57,3870.32,1204.8,0.35,12.46,1.5,199,89,367915.45
2019/7/31,3856.75,3856.75,3830.09,3835.36,1110.84,0.3,12.38,1.49,75,218,365147.05
2019/8/1,3819.32,3831.26,3791.55,3803.47,1176.49,0.31,12.28,1.48,51,237,362149.44
2019/8/2,3729.13,3754.53,3720.06,3747.44,1418.75,0.4,12.1,1.45,38,257,356796.38
2019/8/5,3724.41,3739.5,3675.69,3675.69,1330.61,0.37,11.87,1.43,20,275,350201.29
2019/8/6,3609.11,3649.9,3575.86,3636.33,1672.67,0.48,11.74,1.41,61,239,346398.11
2019/8/7,3654.63,3659.08,3621.43,3621.43,1086.68,0.31,11.7,1.41,91,191,345022.26
2019/8/8,3651.36,3675.46,3646.94,3669.29,1149.82,0.32,11.83,1.42,242,53,348993.37
2019/8/9,3686.75,3689.18,3628.12,3633.53,1163.56,0.31,11.74,1.41,51,237,346567.59
2019/8/12,3647.87,3699.1,3643.32,3699.1,1211.29,0.3,11.91,1.43,267,27,351900.7
2019/8/13,3675.59,3686.43,3658.01,3665.75,1037.64,0.28,11.81,1.42,67,220,349069.93
2019/8/14,3712.07,3717.56,3680.61,3682.4,1283.02,0.33,11.86,1.43,187,83,350438.15
2019/8/15,3618.01,3694.3,3612.11,3694,1192.41,0.32,11.88,1.43,137,145,351411.71
2019/8/16,3697.94,3738.1,3687.08,3710.54,1326.97,0.32,11.84,1.43,159,114,352419.94
2019/8/19,3736.03,3791.09,3720.69,3791.09,1954.49,0.51,12.05,1.46,276,21,359045.63
2019/8/20,3786.03,3799.9,3778.73,3787.73,1491.15,0.4,12.04,1.46,110,176,358293.53
2019/8/21,3778.31,3792.6,3775.45,3781.76,1216.89,0.3,12.02,1.46,89,199,357964.07
2019/8/22,3793.86,3797.33,3771.2,3793.51,1207.08,0.31,12.03,1.46,137,140,358282.85
2019/8/23,3796.88,3829.36,3788.03,3820.86,1378.02,0.32,12.07,1.46,131,151,360463.74
2019/8/26,3756.36,3778.87,3753.16,3765.91,1423.51,0.34,11.88,1.44,58,238,355712.92
2019/8/27,3791.46,3848.24,3790.87,3816.95,1817.49,0.46,12.02,1.46,260,33,360371.86
2019/8/28,3818.81,3822.59,3790.14,3802.58,1376.67,0.32,11.95,1.46,110,173,358938.08
2019/8/29,3805.49,3808.6,3774.4,3790.19,1264.76,0.31,11.88,1.45,94,194,358073.22
2019/8/30,3816.68,3828.97,3778.92,3799.59,1524.09,0.35,11.87,1.45,95,192,358586.68
2019/9/2,3803.69,3855.78,3799.82,3848.32,1649.94,0.4,11.95,1.46,264,33,362354.36
2019/9/3,3852.58,3856.68,3833.76,3853.61,1462.71,0.36,11.97,1.46,142,140,362929.37
2019/9/4,3848.65,3886,3846.42,3886,1768.4,0.46,12.09,1.48,222,71,366457.12
2019/9/5,3909.21,3970,3909.21,3925.32,2446.81,0.66,12.21,1.49,226,72,370124.38
2019/9/6,3946.69,3948.54,3922.34,3948.51,1817.18,0.45,12.27,1.5,194,90,372056.06
2019/9/9,3980.96,3985.24,3954.88,3972.95,2095.45,0.54,12.34,1.51,238,53,373992.43
2019/9/10,3976.87,3976.92,3938.74,3959.27,1844.94,0.48,12.3,1.51,113,168,372984.77
2019/9/11,3969.68,3971.22,3922.95,3930.1,1901.65,0.48,12.25,1.5,106,175,371445.33
2019/9/12,3944.69,3975.93,3933.44,3972.38,1567.51,0.4,12.35,1.51,219,66,374556.69
2019/9/16,3981.36,3982.2,3943.37,3957.72,1547.37,0.4,12.33,1.51,106,174,373771.8
2019/9/17,3947.16,3947.16,3879.49,3891.22,1548.99,0.42,12.14,1.48,22,276,367957.28
2019/9/18,3902.99,3923.15,3902.51,3910.08,1301.6,0.3,12.17,1.49,141,139,369056.16
2019/9/19,3923.96,3924.38,3897.07,3924.38,1274.22,0.31,12.21,1.49,198,86,370254.1
2019/9/20,3933.46,3942.22,3921.41,3935.65,1531.63,0.38,12.25,1.5,150,128,371303.57
2019/9/23,3925.19,3925.19,3868.21,3890.66,1392.24,0.34,12.12,1.48,42,255,367319.5
2019/9/24,3895.87,3927.01,3886.14,3901.08,1423.41,0.32,12.14,1.49,133,142,368091.7
2019/9/25,3887.55,3889.84,3867.23,3870.98,1332.24,0.33,12.05,1.47,57,238,365328.23
2019/9/26,3884.7,3890.75,3840.25,3841.14,1508.07,0.38,11.99,1.47,64,230,363478.86
2019/9/27,3843.46,3859.5,3832.25,3852.65,1091.3,0.27,12.01,1.47,162,118,364129.94
2019/9/30,3842.07,3857.23,3813.55,3814.53,1004.87,0.24,11.9,1.46,63,228,360913.46
2019/10/8,3818.59,3861.64,3818.59,3837.68,1183.66,0.28,11.96,1.46,143,145,362702.58
2019/10/9,3822.61,3845.34,3805.07,3843.24,1124.06,0.28,12,1.47,190,97,363713.47
2019/10/10,3838.49,3877.14,3829.43,3874.64,1274.74,0.29,12.07,1.48,227,55,366032.52
2019/10/11,3885.52,3922.37,3868.84,3911.73,1398.17,0.34,12.2,1.49,200,92,369907.01
2019/10/14,3944.86,3983.81,3934.73,3953.24,1678.57,0.45,12.33,1.51,254,41,373970.2
2019/10/15,3953.16,3953.16,3928.15,3936.25,1251.17,0.31,12.29,1.5,71,222,372590.55
2019/10/16,3939.28,3964.05,3919.02,3922.69,1285.59,0.3,12.24,1.5,94,190,371286.35
2019/10/17,3929.39,3935.81,3913.92,3925.22,999.92,0.24,12.25,1.5,109,177,371540.06
2019/10/18,3935.42,3940.54,3864.97,3869.38,1221.87,0.3,12.09,1.48,37,258,366916.65
2019/10/21,3865.34,3884.74,3856.04,3880.84,1108.58,0.27,12.15,1.49,138,149,368826.86
2019/10/22,3896.31,3897.44,3870.55,3895.88,1028.43,0.25,12.17,1.49,200,82,369969.46
2019/10/23,3892.68,3901.42,3862.2,3871.08,997.34,0.26,12.11,1.48,59,225,368555.16
2019/10/24,3877.92,3890.2,3852.58,3870.67,1050.97,0.26,12.1,1.48,138,145,368670.59
2019/10/25,3871.77,3899.72,3849.03,3896.79,1266.77,0.28,12.11,1.49,218,70,370720.27
2019/10/28,3904.98,3927.8,3897.82,3926.59,1507.62,0.35,12.14,1.48,219,69,372809.23
2019/10/29,3929.71,3932.37,3910.23,3910.23,1396.11,0.3,12.05,1.47,64,231,370678.08
2019/10/30,3904.72,3908.1,3883.45,3891.23,1226.11,0.28,11.95,1.45,87,206,369638.58
2019/10/31,3906.86,3907.15,3878.88,3886.75,1350.12,0.32,11.85,1.43,126,167,368889.47
2019/11/1,3883.81,3956.08,3876.42,3952.39,1514.71,0.37,11.99,1.44,250,43,373362.44
2019/11/4,3964.01,3985.36,3964.01,3978.12,1544.85,0.38,12.07,1.45,183,94,375773.87
2019/11/5,3982.12,4030.64,3970.87,4002.81,1633.18,0.41,12.14,1.46,211,75,378156.04
2019/11/6,4006.33,4007.5,3973.78,3984.88,1398.6,0.35,12.11,1.46,81,209,377085.6
2019/11/7,3984.55,4005.38,3975.55,3991.87,1177.52,0.32,12.11,1.46,162,119,377054.51
2019/11/8,4017.67,4022.04,3971.57,3973.01,1390.27,0.35,12.04,1.45,79,206,374922.77
2019/11/11,3948.62,3948.62,3897.55,3902.98,1303.3,0.34,11.84,1.43,14,284,368673.09
2019/11/12,3905.96,3914.88,3877.74,3903.69,1088.28,0.28,11.85,1.43,161,124,369135.61
2019/11/13,3905.28,3908.42,3882.43,3899.98,1120.57,0.28,11.82,1.42,82,205,367993.01
2019/11/14,3905.93,3916.95,3895.14,3905.86,1197.92,0.32,11.82,1.42,145,137,368027.91
2019/11/15,3908.49,3915.1,3877.09,3877.09,1154.23,0.3,11.75,1.42,56,238,365881.75
2019/11/18,3874.44,3913.1,3868.32,3907.93,1070.86,0.28,11.83,1.42,234,55,368377.89
2019/11/19,3904.1,3947.04,3902.38,3947.04,1232.27,0.3,11.92,1.44,255,37,371264.49
2019/11/20,3940.13,3943.23,3901.99,3907.86,1180.03,0.28,11.82,1.42,52,238,367971.16
2019/11/21,3894.54,3901.83,3875.97,3889.6,1041.48,0.25,11.77,1.42,116,165,366618.14
2019/11/22,3894.17,3918.84,3833.5,3849.99,1469.81,0.33,11.68,1.41,90,189,363724.22
2019/11/25,3850.97,3878.25,3839.42,3878.21,1408.51,0.38,11.78,1.42,207,88,366918.85
2019/11/26,3893.43,3899.11,3869.59,3891.65,1402.14,0.4,11.82,1.42,180,112,367970.95
2019/11/27,3883.43,3889.98,3862.7,3875.62,1072.39,0.28,11.78,1.42,85,206,366786.49
2019/11/28,3877.9,3887.69,3852.01,3862.3,870.82,0.24,11.72,1.41,91,187,365103.08
2019/11/29,3857.19,3861.66,3804.83,3828.67,1162.01,0.27,11.63,1.4,117,158,362303.46
2019/12/2,3835.51,3854.75,3829.31,3836.06,1099.93,0.28,11.65,1.4,140,142,362855.79
2019/12/3,3829.21,3851.12,3811.63,3851.09,1087.04,0.27,11.69,1.41,176,106,363909.94
2019/12/4,3841.66,3852.99,3831.07,3849.82,1096.46,0.29,11.66,1.4,99,185,363149.95
2019/12/5,3863.61,3883.4,3859.82,3879.36,1293.58,0.32,11.74,1.41,235,53,365718.48
2019/12/6,3885.06,3902.39,3878.7,3902.39,1164.25,0.28,11.79,1.42,187,89,367263.65
2019/12/9,3909.53,3911.97,3885.25,3895.45,1308.73,0.35,11.78,1.42,141,141,366864.9
2019/12/10,3886.44,3900.96,3882.09,3900.38,1211.18,0.31,11.78,1.42,121,159,366809.88
2019/12/11,3907.16,3909.39,3890.34,3902.75,1276.9,0.36,11.81,1.42,142,140,367683.27
2019/12/12,3908.45,3908.45,3886.12,3891.02,1178.74,0.31,11.78,1.42,88,195,366826.1
2019/12/13,3928,3969.46,3925.28,3968.22,2010.19,0.54,12.01,1.45,273,23,374068.05
2019/12/16,3970.71,3987.59,3953.51,3987.55,2021.55,0.54,12.19,1.47,225,66,380627.4
2019/12/17,3987.74,4067.14,3984.52,4041.8,2516.38,0.73,12.34,1.49,258,38,385506.2
2019/12/18,4039.72,4057.64,4025.34,4032.78,1976.2,0.55,12.33,1.49,92,196,384953.59
2019/12/19,4034.62,4038.54,4014.9,4027.15,1525.54,0.43,12.32,1.49,147,136,384635.92
2019/12/20,4032.15,4046.73,4014.93,4017.25,1584.6,0.44,12.29,1.49,102,187,383830.52
2019/12/23,4014.69,4032.17,3964.38,3967.1,1620.48,0.45,12.13,1.47,37,259,378817.76
2019/12/24,3971.56,3994.51,3963.67,3992.96,1224.99,0.35,12.19,1.47,238,53,380817.33
2019/12/25,3988.66,4000.56,3976.36,3990.87,1318.96,0.35,12.19,1.47,117,168,380534.14
2019/12/26,3993.67,4025.99,3993.54,4025.99,1408.15,0.4,12.29,1.49,236,53,383783.28
2019/12/27,4029.25,4066.8,4019.72,4022.03,1950.9,0.55,12.29,1.49,116,173,383715.21
2019/12/30,4015.52,4083.69,4001.5,4081.63,2168.15,0.57,12.44,1.5,241,53,388590.34
2019/12/31,4077.75,4098.14,4069.01,4096.58,1731.19,0.45,12.48,1.51,189,95,389668.74
2020/1/2,4121.35,4172.66,4121.35,4152.24,2701.06,0.66,12.64,1.53,255,38,394670.94
2020/1/3,4161.22,4164.3,4131.86,4144.96,2152.16,0.52,12.63,1.53,126,153,394270
2020/1/6,4120.52,4170.64,4102.38,4129.3,2501.82,0.64,12.59,1.52,120,170,393104.91
