date,open,high,low,close,volume,turnover rate,PE_TTM,PB_LF,number of advancing stocks,number of declining stocks,market capitalization
2013/7/16,2300.83,2317.85,2281.94,2317.85,620.86,0.33,9.43,1.41,177,91,170050.04
2013/7/17,2311.44,2326.93,2281.61,2282.84,632.29,0.34,9.32,1.39,47,236,168116.35
2013/7/18,2272.95,2282.44,2241.93,2245.33,519.37,0.28,9.2,1.38,40,244,165967.41
2013/7/19,2248.13,2257.92,2188.75,2190.48,661.79,0.35,9.08,1.36,29,261,163796.69
2013/7/22,2170.09,2203.06,2159.81,2202.19,488.73,0.27,9.11,1.36,207,68,164329.4
2013/7/23,2211.59,2276.74,2206.76,2265.85,692.55,0.37,9.29,1.39,282,7,167526.04
2013/7/24,2253.38,2265.58,2217.19,2249.15,692.8,0.35,9.23,1.38,82,202,166491.86
2013/7/25,2255.22,2268.84,2227.85,2237.68,605.58,0.33,9.19,1.38,100,177,165763.2
2013/7/26,2226.43,2238.42,2209.81,2224.01,456.36,0.24,9.14,1.37,70,209,164806.32
2013/7/29,2205.08,2205.08,2169.02,2175.97,496.25,0.27,8.98,1.34,32,258,161834.89
2013/7/30,2184.01,2221.59,2162.98,2189.39,509.07,0.27,9.05,1.36,216,73,163285.51
2013/7/31,2211.75,2235.38,2187.21,2193.02,467.23,0.24,9.06,1.36,146,126,163434.4
2013/8/1,2206,2245.56,2200.63,2245.36,589.45,0.31,9.21,1.38,288,3,166248.88
2013/8/2,2263.5,2274.71,2244.25,2247.26,584.6,0.3,9.21,1.38,128,148,166186.65
2013/8/5,2249.98,2278.33,2243.22,2278.33,536.23,0.28,9.31,1.4,270,19,167924.36
2013/8/6,2270.67,2302.48,2256.72,2293.64,689.94,0.37,9.34,1.4,190,77,168614.27
2013/8/7,2292.38,2313.88,2276.86,2280.62,695.6,0.36,9.27,1.39,83,195,167486.39
2013/8/8,2277.25,2297.63,2267.07,2276.78,527.1,0.26,9.27,1.39,97,178,167329.55
2013/8/9,2288.51,2301.59,2258.33,2286.01,626.64,0.32,9.29,1.39,175,95,167845.56
2013/8/12,2296.22,2352.89,2293.18,2352.79,940.39,0.49,9.52,1.43,263,22,171951.59
2013/8/13,2352.88,2360.83,2340.73,2359.07,711.79,0.39,9.52,1.43,126,139,172112.37
2013/8/14,2362.62,2386.6,2340.83,2349.08,713.38,0.38,9.49,1.42,70,210,171595.3
2013/8/15,2348.84,2362.09,2319.78,2321.58,594.11,0.31,9.4,1.41,37,242,170108.74
2013/8/16,2314.26,2423.08,2295.02,2304.14,1040.27,0.6,9.36,1.4,57,218,169480.1
2013/8/19,2286.2,2340.19,2284.08,2331.43,670.65,0.36,9.41,1.41,226,51,170526.1
2013/8/20,2325.86,2353.41,2303.67,2312.47,675.9,0.36,9.35,1.4,59,225,169196.29
2013/8/21,2320.58,2321.64,2291.05,2308.59,508.86,0.27,9.35,1.4,162,113,169037.25
2013/8/22,2302.67,2329.14,2297.02,2303.93,516.86,0.27,9.3,1.39,71,209,168479.84
2013/8/23,2314.87,2321.04,2251.92,2286.93,654.6,0.34,9.21,1.38,69,213,167479.12
2013/8/26,2294.76,2336.38,2288.5,2335.62,665.41,0.35,9.35,1.39,280,11,170359.63
2013/8/27,2332.8,2345.11,2322.46,2340.88,625.75,0.32,9.35,1.39,166,95,170398.09
2013/8/28,2326.1,2345.36,2307.04,2328.06,809.66,0.44,9.32,1.39,110,172,169726.01
2013/8/29,2338.56,2342.32,2308.15,2318.31,597.2,0.32,9.23,1.37,104,174,169091.31
2013/8/30,2315.91,2334.41,2303.61,2313.91,766.96,0.43,9.13,1.36,122,159,168980.51
2013/9/2,2319.96,2329.87,2297.45,2320.34,735.76,0.39,9.13,1.36,188,92,169249.44
2013/9/3,2326.23,2354.86,2321.3,2354.5,726.64,0.4,9.24,1.38,248,37,171346.82
2013/9/4,2352.54,2360.66,2345.44,2350.7,685.09,0.39,9.24,1.38,112,158,171264.82
2013/9/5,2350.93,2351.22,2336.75,2341.74,596.06,0.31,9.2,1.37,72,213,170586.09
2013/9/6,2336.77,2361.18,2335.93,2357.78,639.17,0.36,9.25,1.38,183,91,171479.38
2013/9/9,2374.26,2449.25,2372.69,2440.61,1273,0.73,9.62,1.43,260,29,178458.72
2013/9/10,2446.45,2475.2,2435.83,2474.89,1306.48,0.76,9.7,1.45,224,63,179839.67
2013/9/11,2483.79,2504.47,2471.62,2482.89,1428.3,0.82,9.72,1.45,170,110,180282.72
2013/9/12,2480.47,2527.38,2469.72,2507.46,1261.16,0.71,9.8,1.46,130,148,181699.33
2013/9/13,2502.54,2515.78,2481.45,2488.9,982.75,0.54,9.71,1.45,96,188,180110.76
2013/9/16,2501.08,2503.69,2467.13,2478.39,970.44,0.52,9.68,1.44,77,196,179518.22
2013/9/17,2480.81,2481.71,2426.46,2427.32,931.15,0.49,9.5,1.42,26,263,176082.95
2013/9/18,2426.04,2439.63,2407.24,2432.51,693.41,0.35,9.51,1.42,186,92,176307.89
2013/9/23,2441.52,2473.16,2439.99,2472.29,809.21,0.39,9.63,1.43,269,18,178516.08
2013/9/24,2470.72,2470.75,2420.09,2443.89,967.7,0.48,9.53,1.42,81,207,176727.69
2013/9/25,2440.84,2455.04,2423.28,2429.03,891.19,0.44,9.48,1.41,69,216,175880.02
2013/9/26,2422.63,2422.63,2382.54,2384.44,841.84,0.42,9.33,1.39,44,245,173124.19
2013/9/27,2382.22,2402.2,2379.86,2394.97,663.84,0.32,9.36,1.4,175,104,173675.9
2013/9/30,2406.21,2415.08,2397.22,2409.04,609.9,0.29,9.4,1.4,175,98,174424.91
2013/10/8,2406.42,2446.7,2392.57,2441.81,842.3,0.41,9.5,1.42,241,48,176189.75
2013/10/9,2432.94,2453.75,2424.77,2453.58,761.28,0.37,9.53,1.42,148,128,176790.12
2013/10/10,2455.64,2455.98,2422.02,2429.32,894.68,0.44,9.44,1.41,72,218,175204.34
2013/10/11,2442.36,2471.17,2439.63,2468.51,918.12,0.45,9.59,1.43,247,46,177844.56
2013/10/14,2472.27,2483.13,2462.55,2472.54,991.09,0.49,9.6,1.43,160,124,178199.23
2013/10/15,2475.32,2479.13,2449.42,2467.52,861.01,0.43,9.56,1.42,133,150,177436.93
2013/10/16,2459.08,2459.08,2409.72,2421.37,831.51,0.43,9.43,1.41,33,256,175077.79
2013/10/17,2432.65,2440.92,2407.78,2413.33,677.23,0.35,9.41,1.4,124,155,174834.51
2013/10/18,2415.12,2435.71,2410.6,2426.05,591.39,0.29,9.44,1.41,153,129,175315.41
2013/10/21,2431.92,2472.79,2423.56,2471.32,822.23,0.41,9.57,1.43,277,15,177843.24
2013/10/22,2470.26,2470.26,2439.86,2445.89,834.12,0.44,9.49,1.41,91,195,176375.3
2013/10/23,2451.56,2474.37,2412.48,2418.49,832.87,0.45,9.39,1.4,68,215,174859.31
2013/10/24,2412.24,2422.94,2395.47,2400.51,604.27,0.31,9.3,1.39,72,218,173276.37
2013/10/25,2400.52,2413.33,2353.99,2368.56,707.78,0.37,9.18,1.37,40,248,171128.84
2013/10/28,2372.57,2377.25,2351.86,2365.95,566.02,0.31,9.09,1.36,141,144,171190.72
2013/10/29,2369.22,2408.62,2327.9,2372.05,917.42,0.52,9.12,1.37,87,205,172056.76
2013/10/30,2371.85,2407.85,2365.51,2407.47,757.35,0.45,9.17,1.37,259,32,174469.3
2013/10/31,2398.4,2398.4,2370.23,2373.72,703.94,0.4,8.97,1.34,83,203,173144.44
2013/11/1,2373.96,2395.01,2365.15,2384.96,578.2,0.31,9.02,1.35,194,87,174113.42
2013/11/4,2397.21,2404.9,2376.36,2380.45,489.59,0.25,9,1.34,123,149,173834.08
2013/11/5,2366.88,2385.69,2343.8,2383.77,569.36,0.3,9.01,1.35,147,120,174028.15
2013/11/6,2371.32,2383.54,2352.79,2353.57,595.37,0.31,8.93,1.33,66,222,172513.74
2013/11/7,2351.87,2356.67,2328.25,2340.55,509.43,0.27,8.91,1.33,97,181,172114.59
2013/11/8,2329.08,2342.67,2306.04,2307.95,485.65,0.26,8.83,1.32,37,252,170432.23
2013/11/11,2305.94,2325.23,2295,2315.89,425.67,0.22,8.85,1.32,146,137,170939.8
2013/11/12,2319.36,2342.53,2316.6,2340,498.55,0.26,8.92,1.33,228,57,172202.27
2013/11/13,2325.36,2325.56,2287.55,2288.12,531.83,0.29,8.75,1.31,30,263,169035.32
2013/11/14,2291.27,2305.7,2279.01,2304.5,519.45,0.28,8.79,1.31,216,62,169808.8
2013/11/15,2306.55,2377.21,2306.55,2350.73,831.48,0.42,8.93,1.33,274,16,172357.28
2013/11/18,2367.88,2429.57,2361.04,2428.9,1085.5,0.53,9.18,1.37,283,8,177258.05
2013/11/19,2427.93,2427.93,2405.08,2412.16,798.85,0.38,9.14,1.37,90,198,176539.65
2013/11/20,2428.77,2435.43,2406.42,2424.85,677.41,0.35,9.19,1.37,215,61,177424.09
2013/11/21,2412.45,2415.38,2382.88,2409.99,822.21,0.43,9.18,1.37,97,185,177255.59
2013/11/22,2415.29,2419,2393.58,2397.96,700.52,0.36,9.16,1.37,75,200,176864.38
2013/11/25,2385.78,2418.85,2380.69,2388.63,638.11,0.32,9.1,1.36,95,182,175747.44
2013/11/26,2387.83,2399.02,2380.41,2387.42,533.34,0.29,9.08,1.36,123,151,175259.17
2013/11/27,2386.36,2422.81,2383.78,2414.48,707.45,0.37,9.15,1.37,231,46,176677.3
2013/11/28,2419.15,2460.56,2417.24,2439.53,868.52,0.44,9.23,1.38,221,63,178257.77
2013/11/29,2442.68,2446.4,2432.39,2438.94,619.07,0.3,9.22,1.38,105,168,177961.35
2013/12/2,2423.97,2464.86,2397.01,2418.79,1129.22,0.58,9.25,1.38,72,216,178677.79
2013/12/3,2410.69,2448.33,2406.66,2442.78,720.45,0.36,9.29,1.39,247,40,179444.24
2013/12/4,2439.82,2486.64,2434.69,2475.14,947.84,0.5,9.38,1.4,256,30,181151.65
2013/12/5,2476.45,2481.75,2460.58,2468.2,730,0.38,9.35,1.4,117,152,180502.47
2013/12/6,2463.04,2470.81,2445.62,2452.29,648.43,0.32,9.31,1.39,92,182,179841.19
2013/12/9,2460.03,2468.95,2445.94,2450.87,576.35,0.28,9.3,1.39,128,141,179637.6
2013/12/10,2456.23,2466.66,2444.53,2453.32,612.37,0.32,9.29,1.39,123,159,179466.51
2013/12/11,2440.5,2440.5,2400.74,2412.76,628.09,0.33,9.15,1.37,30,262,176636.45
2013/12/12,2406.77,2423.31,2402.77,2410.02,474.81,0.24,9.13,1.36,116,157,176384.92
2013/12/13,2388.66,2416.26,2386.25,2406.64,475.84,0.25,9.1,1.36,96,191,175655.48
2013/12/16,2408.68,2412.73,2367.43,2367.92,621.08,0.31,9.1,1.37,35,257,176580.4
2013/12/17,2369.26,2373.29,2351.18,2356.38,463.06,0.23,9.06,1.36,98,181,175781.29
2013/12/18,2356.7,2368.58,2350.45,2357.23,396.75,0.19,9.05,1.36,127,141,175588.76
2013/12/19,2366.21,2370.99,2331.19,2332.41,451.49,0.23,8.97,1.35,45,243,174115.96
2013/12/20,2335.05,2338.88,2278.1,2278.14,608.62,0.32,8.76,1.32,33,260,169952.83
2013/12/23,2283.8,2295.77,2259.58,2284.6,444.15,0.22,8.82,1.33,136,143,171165.59
2013/12/24,2291.13,2312.83,2270.25,2288.25,451.73,0.22,8.83,1.33,177,102,171290.13
2013/12/25,2291.75,2305.61,2281.6,2305.11,412.03,0.21,8.88,1.33,207,68,172304.45
2013/12/26,2299.97,2301.49,2263.92,2265.33,486.03,0.25,8.74,1.31,31,261,169654.22
2013/12/27,2268.54,2315.18,2264.39,2303.48,511.98,0.26,8.86,1.33,275,17,171963.65
2013/12/30,2313.38,2316.62,2295.64,2299.46,461.56,0.23,8.83,1.33,114,166,171274.77
2013/12/31,2289.01,2333.07,2287.12,2330.03,570.26,0.27,8.92,1.34,241,46,173083.63
2014/1/2,2323.43,2325.99,2310.65,2321.98,490.12,0.22,8.89,1.33,100,182,172470.71
2014/1/3,2311.97,2314.84,2280.89,2290.78,577.4,0.29,8.78,1.32,63,229,170439.67
2014/1/6,2286.37,2286.37,2229.33,2238.64,599.79,0.32,8.64,1.3,20,274,167940.79
2014/1/7,2222.31,2246.79,2218.65,2238,425.66,0.21,8.63,1.3,132,147,167618.15
2014/1/8,2240.64,2262.58,2228.42,2241.91,506.91,0.25,8.61,1.29,116,174,167374.7
2014/1/9,2236.97,2258.89,2220.8,2222.22,543.99,0.27,8.55,1.28,66,227,166201.07
2014/1/10,2216.52,2224.49,2200.22,2204.85,475.72,0.26,8.49,1.28,80,203,165274.46
2014/1/13,2207,2222.07,2183.6,2193.68,461.23,0.24,8.49,1.28,131,157,165206.29
2014/1/14,2192.84,2214.12,2179.91,2212.85,467.85,0.26,8.54,1.28,238,53,166271.37
2014/1/15,2210.02,2215.9,2193.8,2208.94,457.56,0.24,8.52,1.28,104,183,165751.85
2014/1/16,2209.45,2227.26,2201.56,2211.84,498.43,0.25,8.51,1.28,168,114,165648.11
2014/1/17,2203.82,2205.97,2175.88,2178.49,462.68,0.24,8.44,1.27,33,264,164226.79
2014/1/20,2173.65,2182.46,2156.46,2165.99,391.57,0.2,8.37,1.26,98,172,163034.66
2014/1/21,2168.42,2197.92,2168.42,2187.41,385.91,0.19,8.43,1.27,259,30,164199.32
2014/1/22,2190.43,2244.13,2187.53,2243.8,648.03,0.34,8.6,1.29,293,4,167549.04
2014/1/23,2242.25,2248.92,2228.06,2231.89,557.26,0.27,8.55,1.28,83,203,166407.91
2014/1/24,2225.76,2257.36,2222.89,2245.68,595.63,0.3,8.59,1.29,227,55,167150.09
2014/1/27,2233.02,2233.23,2211.8,2215.92,635.04,0.34,8.49,1.27,51,239,165134.5
2014/1/28,2220.79,2233.26,2205.97,2219.86,494.09,0.26,8.52,1.28,157,127,165641.43
2014/1/29,2225.71,2233.06,2219.93,2227.78,487.89,0.24,8.55,1.28,134,146,166307.11
2014/1/30,2223.16,2223.16,2200.22,2202.45,434.76,0.21,8.47,1.27,52,242,164713.15
2014/2/7,2187.34,2212.5,2177.12,2212.48,495.97,0.24,8.49,1.27,194,85,165023.77
2014/2/10,2221.54,2270.19,2221.54,2267.53,811.03,0.4,8.65,1.3,290,8,168220.4
2014/2/11,2267.74,2296.52,2262.6,2285.56,926.89,0.48,8.73,1.31,204,89,169768.96
2014/2/12,2286.19,2294.32,2276.44,2291.25,734.87,0.37,8.74,1.31,142,140,169923.76
2014/2/13,2288.45,2307.47,2278.26,2279.55,873.52,0.46,8.72,1.31,66,215,169524.05
2014/2/14,2278.4,2295.85,2274.43,2295.58,646.13,0.32,8.76,1.31,246,44,170355.2
2014/2/17,2308.79,2315.58,2293.55,2311.65,868.71,0.42,8.81,1.32,220,62,171541.02
2014/2/18,2310.31,2310.31,2276.11,2282.44,881.07,0.42,8.69,1.3,73,221,169551.33
2014/2/19,2280.93,2317.42,2274.15,2308.66,883.42,0.48,8.82,1.32,203,84,171988.72
2014/2/20,2314.09,2331.7,2286.2,2287.44,917.72,0.51,8.81,1.32,89,199,171791.23
2014/2/21,2284.03,2287.87,2250.65,2264.29,699.08,0.37,8.71,1.31,67,225,169765.81
2014/2/24,2246.72,2246.72,2194.16,2214.51,795.99,0.43,8.52,1.28,54,241,166202.92
2014/2/25,2216.52,2225.21,2150.1,2157.91,883.07,0.45,8.37,1.26,20,271,163307.11
2014/2/26,2147.74,2164.7,2137.08,2163.41,686.41,0.38,8.39,1.26,166,121,163813.19
2014/2/27,2170.81,2180.06,2150.14,2154.11,815.88,0.43,8.42,1.26,88,189,164405.58
2014/2/28,2149.45,2180.47,2133.55,2178.97,702.17,0.37,8.46,1.27,206,73,165194.47
2014/3/3,2173.91,2194.22,2167.91,2190.37,694.09,0.39,8.46,1.27,202,83,165831.93
2014/3/4,2183.86,2188.6,2161.59,2184.27,646.91,0.35,8.44,1.27,96,183,165293.99
2014/3/5,2187.35,2189.09,2159.6,2163.98,556.7,0.29,8.36,1.26,86,204,163729.75
2014/3/6,2159.4,2181.43,2136.45,2173.63,614.95,0.33,8.39,1.26,135,147,164401.87
2014/3/7,2170.04,2189.39,2161.44,2168.36,586.93,0.31,8.38,1.26,102,185,164366.14
2014/3/10,2149.68,2149.68,2095.07,2097.79,630.86,0.34,8.17,1.23,17,277,160135.18
2014/3/11,2092.61,2118.79,2088.73,2108.66,530.76,0.28,8.19,1.23,184,94,160395.21
2014/3/12,2102.8,2130.59,2090.76,2114.13,601.15,0.34,8.18,1.23,166,115,160225
2014/3/13,2119.55,2149.44,2115.99,2140.33,591.63,0.33,8.27,1.24,237,50,162057.86
2014/3/14,2129.87,2140.38,2109.58,2122.84,498.05,0.28,8.19,1.23,57,230,160670.14
2014/3/17,2132.79,2143.2,2118.95,2143.04,475.71,0.25,8.26,1.24,252,35,161929.62
2014/3/18,2146.12,2152.46,2134.92,2138.13,541.88,0.27,8.24,1.24,117,155,161680.19
2014/3/19,2131.28,2131.28,2101.29,2120.87,552.84,0.29,8.22,1.23,88,197,161022.76
2014/3/20,2116.19,2134.79,2086.5,2086.97,589.52,0.33,8.12,1.22,33,251,159214.11
2014/3/21,2079.87,2163.23,2077.76,2158.8,835.61,0.5,8.33,1.25,286,7,163889.68
2014/3/24,2161.9,2186.73,2150.87,2176.55,812.04,0.5,8.42,1.26,210,69,165193.76
2014/3/25,2170.78,2191.49,2164.67,2174.44,675.48,0.42,8.39,1.26,129,146,164930.37
2014/3/26,2181.23,2186.08,2165.22,2171.05,501.16,0.28,8.4,1.26,100,179,164752.63
2014/3/27,2168.34,2186.89,2146.92,2155.71,621.76,0.34,8.33,1.24,48,236,163717.08
2014/3/28,2154.52,2172.67,2144.58,2151.97,601.23,0.34,8.31,1.24,97,184,164078.69
2014/3/31,2156.05,2165.25,2134.42,2146.31,481.05,0.27,8.23,1.23,116,166,163849.97
2014/4/1,2143.72,2170.1,2141.15,2163.12,436.59,0.23,8.28,1.24,243,36,164806.96
2014/4/2,2166.07,2182.68,2164.01,2180.73,567.77,0.31,8.34,1.25,197,86,165923.08
2014/4/3,2188.64,2196.14,2160.75,2165.01,577.09,0.34,8.27,1.24,83,202,164589.6
2014/4/4,2157.98,2186.15,2155.28,2185.47,439.13,0.23,8.33,1.25,251,34,165779.61
2014/4/8,2179.92,2243.97,2178.91,2237.32,856.93,0.47,8.53,1.27,275,12,169626.79
2014/4/9,2239.79,2246.79,2228.99,2238.62,611.79,0.32,8.54,1.27,143,125,169937.97
2014/4/10,2241.45,2290.74,2229.52,2273.76,1016.17,0.55,8.67,1.29,218,69,172536.47
2014/4/11,2269.57,2281.11,2261.13,2270.67,861.55,0.44,8.65,1.29,98,188,172228.89
2014/4/14,2267.94,2275.83,2255.46,2268.61,602.54,0.3,8.65,1.28,154,123,172067.9
2014/4/15,2261.41,2261.47,2225.69,2229.46,625.99,0.33,8.5,1.26,46,242,169317.4
2014/4/16,2223.47,2245.32,2221.15,2232.53,477.7,0.25,8.52,1.27,143,126,169583.67
2014/4/17,2238.78,2241.62,2221.95,2224.8,450.96,0.23,8.49,1.26,86,189,169036.4
2014/4/18,2215.88,2228.77,2203.05,2224.48,457.1,0.24,8.47,1.26,121,144,168755.49
2014/4/21,2209.94,2231.71,2186.76,2187.25,518.56,0.27,8.35,1.24,20,267,166293.45
2014/4/22,2184.02,2196.85,2165.08,2196.8,523.52,0.27,8.39,1.25,132,139,167151.37
2014/4/23,2191.23,2205.59,2187.39,2194.67,451.91,0.23,8.37,1.24,106,164,166910.57
2014/4/24,2192.77,2209.45,2186.76,2190.47,419.27,0.22,8.33,1.24,84,179,166402.06
2014/4/25,2195.82,2201.71,2167.64,2167.83,520.92,0.29,8.25,1.22,39,239,165209
2014/4/28,2165.77,2171.39,2132.7,2134.97,499.99,0.29,8.12,1.19,44,240,163386.73
2014/4/29,2134.41,2159.38,2131.78,2158.47,415.5,0.23,8.14,1.19,239,41,164608.56
2014/4/30,2158.76,2164.18,2153.12,2158.66,394.93,0.22,8.1,1.18,141,133,164625.9
2014/5/5,2152.59,2161.7,2131.23,2156.47,414.7,0.24,8.08,1.18,160,111,164375.17
2014/5/6,2151.39,2173.62,2150.11,2157.33,414.86,0.23,8.08,1.18,153,115,164255.3
2014/5/7,2151.47,2153.72,2136.99,2137.32,377.51,0.21,8.02,1.17,42,244,163122.28
2014/5/8,2132.04,2168.21,2128.32,2135.5,407.3,0.23,8.03,1.17,156,112,163317.63
2014/5/9,2138.84,2141.56,2120.6,2133.91,402.43,0.24,8.03,1.17,128,144,163324.75
2014/5/12,2150.31,2184.33,2139.48,2180.05,662.76,0.4,8.19,1.19,283,9,166420.34
2014/5/13,2180.06,2185.05,2167.77,2174.85,502.41,0.31,8.17,1.19,90,189,166201.72
2014/5/14,2175.09,2184.22,2169,2172.37,392.14,0.23,8.17,1.19,112,153,166058.58
2014/5/15,2169.28,2171.45,2142.34,2144.08,389.39,0.22,8.09,1.18,26,262,164540.38
2014/5/16,2143.93,2150.5,2132.19,2145.95,349.88,0.2,8.1,1.18,155,107,164717.1
2014/5/19,2139.36,2139.36,2105.71,2115.14,371.36,0.21,8.01,1.17,34,248,162899.19
2014/5/20,2124.71,2131.57,2110.72,2115.77,315.76,0.18,8.02,1.17,142,124,163078.21
2014/5/21,2106.76,2136.1,2096.51,2135.91,322.47,0.19,8.09,1.18,263,18,164507.97
2014/5/22,2134.09,2160.91,2128.86,2130.87,392.28,0.22,8.08,1.18,82,189,164247.86
2014/5/23,2130.78,2148.58,2128.66,2148.41,324.2,0.18,8.13,1.18,242,34,165317.13
2014/5/26,2161.89,2165.42,2147.45,2155.98,377.88,0.19,8.15,1.19,197,75,165651.83
2014/5/27,2154.4,2160.03,2145.75,2147.28,323.74,0.17,8.12,1.18,62,213,165176.47
2014/5/28,2147.47,2171.17,2142.01,2169.35,456.28,0.24,8.19,1.19,255,25,166569.1
2014/5/29,2171.26,2178.09,2154.93,2155.16,410.77,0.21,8.17,1.19,45,235,166035.65
2014/5/30,2156.38,2166.91,2146.22,2156.46,397.69,0.21,8.16,1.19,139,123,165886.1
2014/6/3,2157.64,2169,2149.29,2149.92,379.06,0.2,8.16,1.19,89,177,165856.86
2014/6/4,2149.41,2149.45,2117.31,2128.27,356.07,0.2,8.1,1.18,38,241,164683.08
2014/6/5,2126.61,2150.93,2123.52,2150.6,330.51,0.17,8.17,1.19,252,29,166121.25
2014/6/6,2149.21,2149.78,2123.98,2134.72,324.16,0.17,8.12,1.19,49,227,165095.78
2014/6/9,2128.23,2153.9,2126.67,2134.28,353.27,0.19,8.13,1.19,96,172,165383.95
2014/6/10,2138.67,2161.53,2132.45,2161.27,444.16,0.24,8.23,1.2,260,15,167342.42
2014/6/11,2156.15,2163.61,2152.08,2160.77,373.11,0.2,8.23,1.2,140,113,167305.05
2014/6/12,2156.76,2160.99,2148.41,2153.41,372.52,0.2,8.21,1.2,75,194,166898.97
2014/6/13,2150.99,2183.65,2150.57,2176.24,517.66,0.28,8.29,1.21,241,37,168591.61
2014/6/16,2176.44,2196.34,2174.28,2191.86,569.04,0.3,8.45,1.24,202,66,172736.85
2014/6/17,2185.68,2185.68,2168.45,2169.67,462.45,0.24,8.37,1.23,33,249,171044.07
2014/6/18,2169.25,2172.55,2158.5,2160.24,425.38,0.24,8.33,1.22,82,196,170229.51
2014/6/19,2161.43,2166.41,2119.5,2126.91,460.3,0.25,8.22,1.21,19,270,167949.37
2014/6/20,2124.96,2137.03,2120.81,2136.73,354.26,0.2,8.22,1.23,208,61,167943.48
2014/6/23,2137.93,2147.23,2132.45,2134.11,371.12,0.2,8.2,1.22,151,118,167471.24
2014/6/24,2131.69,2145.21,2130.29,2144.82,387.79,0.19,8.23,1.23,217,57,168211.89
2014/6/25,2141.73,2141.73,2126.04,2133.37,338.09,0.18,8.2,1.23,78,196,167535.82
2014/6/26,2135.16,2151.11,2134.89,2149.08,406.02,0.21,8.25,1.23,241,35,168458.75
2014/6/27,2146.37,2159.53,2138.93,2150.26,455.26,0.25,8.22,1.24,161,97,167879.69
2014/6/30,2152.31,2168.22,2152.31,2165.12,502.78,0.26,8.26,1.24,212,60,168754.4
2014/7/1,2169.2,2171.15,2157.13,2164.56,499.36,0.25,8.25,1.24,141,126,168604.43
2014/7/2,2164,2171.51,2155.61,2170.87,532.74,0.28,8.29,1.25,182,85,169361.84
2014/7/3,2169,2184.96,2164.84,2180.19,560.25,0.3,8.3,1.25,187,82,169608.45
2014/7/4,2180.45,2183.8,2174.07,2178.7,479.9,0.25,8.3,1.25,80,182,169514.5
2014/7/7,2178.55,2186.2,2171.08,2176.29,476.64,0.24,8.3,1.25,104,163,169520.59
2014/7/8,2174.83,2180.78,2163.36,2180.47,460.17,0.24,8.32,1.25,147,113,169886.77
2014/7/9,2178.14,2178.51,2148.26,2148.71,589.8,0.29,8.21,1.23,33,250,167716.5
2014/7/10,2146.6,2151.77,2139.52,2142.85,509.32,0.27,8.16,1.23,127,132,166675.35
2014/7/11,2136.32,2154.74,2134.8,2148.01,515.52,0.29,8.17,1.24,211,59,167010.01
2014/7/14,2149.54,2171.9,2145.28,2171.76,604.67,0.31,8.24,1.25,244,31,168405.52
2014/7/15,2170.09,2176.27,2165.21,2174.98,643.05,0.34,8.26,1.25,132,139,168775.95
2014/7/16,2172.82,2183.25,2166.77,2170.87,611.26,0.39,8.25,1.25,108,161,168674.65
2014/7/17,2166.83,2166.93,2147.08,2157.07,463.55,0.28,8.21,1.25,68,205,167684.41
2014/7/18,2147.66,2176.33,2145.45,2164.14,537.59,0.31,8.22,1.25,159,108,167982.09
2014/7/21,2164.22,2171.94,2158.96,2166.3,477.32,0.26,8.21,1.25,123,153,167791.8
2014/7/22,2162.44,2197.59,2162.24,2192.7,668.06,0.37,8.29,1.26,252,24,169536.21
2014/7/23,2191.39,2210.28,2190.56,2197.83,691.78,0.4,8.31,1.26,126,146,169999.1
2014/7/24,2199.83,2239.82,2199.83,2237.02,999.64,0.57,8.44,1.28,229,58,172724.95
2014/7/25,2243.07,2260.89,2239.07,2260.45,819.95,0.47,8.53,1.3,256,27,174526.19
2014/7/28,2272.38,2331.47,2272.38,2323.9,1452.77,0.85,8.77,1.33,277,11,179365.41
2014/7/29,2326.04,2342.77,2316.22,2331.37,1121.77,0.64,8.78,1.34,155,126,179669.09
2014/7/30,2324.69,2339.04,2316.06,2322.01,1033.62,0.58,8.76,1.33,111,167,179212.36
2014/7/31,2321.97,2350.55,2316.59,2350.25,931.36,0.53,8.85,1.35,235,42,181048.54
2014/8/1,2341.23,2371.5,2328.97,2329.4,1061.25,0.6,8.79,1.34,68,212,179820.04
2014/8/4,2336.63,2375.62,2332.14,2375.62,1013.02,0.55,8.94,1.36,274,12,182828.81
2014/8/5,2376.8,2380.77,2353.8,2369.35,979.07,0.53,8.91,1.36,132,143,182367.22
2014/8/6,2358.21,2371.67,2334.33,2363.22,966.81,0.55,8.89,1.35,127,149,181844.77
2014/8/7,2363.61,2369.2,2326.27,2327.46,942.54,0.55,8.76,1.33,33,251,179239.27
2014/8/8,2329.18,2339.27,2319.29,2331.13,726.06,0.41,8.77,1.34,148,122,179586.23
2014/8/11,2338.01,2367,2337.01,2365.35,829.74,0.43,8.9,1.35,276,7,182106.01
2014/8/12,2361.17,2361.17,2344.72,2357.05,829.74,0.43,8.86,1.35,91,180,181385.32
2014/8/13,2358.46,2370.51,2335.69,2358.9,941.85,0.52,8.87,1.35,119,157,181526.36
2014/8/14,2357.2,2363.18,2334.08,2335.95,842.51,0.46,8.77,1.33,40,239,179963.53
2014/8/15,2337.99,2366.9,2333.12,2360.64,818.88,0.44,8.85,1.35,256,25,181575.19
2014/8/18,2366.27,2379.8,2361.2,2374.56,901.49,0.5,8.88,1.35,225,44,182262.25
