date,open,high,low,close,volume
2025/9/25,"22,318.77",22456.78,22185.87,22384.7,8919417226
2025/9/26,"22,403.27",22488.18,22285.44,22484.07,7590846424
2025/9/29,"22,605.30",22704.9,22536.06,22591.15,8382937544
2025/9/30,"22,580.36",22671.39,22493.96,22660.01,8135564093
2025/10/9,"23,045.33",23062.62,22899.16,23024.63,9883511989
2025/10/10,"23,043.52",23119.91,22193.07,22204.43,10121487830
2025/10/13,"22,578.67",22718.75,22499.49,22694.61,8036142629
2025/10/14,"22,388.04",22691.07,22213.73,22521.7,8770590481
2025/10/15,"22,738.50",22841.69,22427.79,22670.08,10578717072
2025/10/16,"22,764.40",22886.87,22404.69,22562.54,10238830198
2025/10/17,"22,489.81",22736.01,22396.65,22679.97,8343550828
2025/10/20,"22,844.82",23031.87,22841,22990.54,8859123599
2025/10/21,"22,984.55",23010.35,22894.42,22953.67,10557242741
2025/10/22,"22,940.79",22978.4,22514.08,22740.4,13842278885
2025/10/23,"22,751.33",22983.4558,22732.1808,22941.8,9680847048
2025/10/24,"23,143.23",23261.26,23127.95,23204.87,9704199610
2025/10/27,"23,537.32",23658.66,23493.96,23637.46,9935090717
2025/10/28,"23,766.46",23901.36,23675.19,23827.49,9837028017
2025/10/29,"23,987.29",24019.99,23763.99,23958.47,9294928144
2025/10/30,"23,793.08",23846.13,23578.47,23581.14,9785145586
2025/10/31,"23,941.78",23946.23,23628.82,23724.96,9981302078
2025/11/3,"23,951.91",23976.84,23764.87,23834.72,9497995330
2025/11/4,"23,458.21",23644.15,23333.32,23348.64,9138926469
2025/11/5,"23,358.07",23636.53,23286.87,23499.8,9303815251
2025/11/6,"23,461.29",23469.55,23011.06,23053.99,10143295857
2025/11/7,"22,892.92",23009.91,22563.42,23004.54,8945004822
2025/11/10,"23,354.85",23569.62,23290.05,23527.17,8481787601
2025/11/11,"23,407.72",23508.44,23315.28,23468.3,7085500129
2025/11/12,"23,563.84",23564.09,23278.3,23406.46,7895254992
2025/11/13,"23,262.65",23264.27,22796.07,22870.36,10210949937
2025/11/14,"22,544.72",23073.1811,22436.7939,22900.5887,9567087557
2025/11/17,"22,788.32",23044.55,22559.51,22708.07,8645193788
2025/11/18,"22,565.90",22643.01,22231.15,22432.85,7283723577
2025/11/19,"22,459.27",22821.24,22385.22,22564.23,7466599796
2025/11/20,"23,057.00",23147.33,22043.2,22078.05,9126467797
2025/11/21,"22,162.83",22531.84,21898.29,22273.08,8353918872
2025/11/24,"22,482.16",22916.4,22478.27,22872.01,8370417164
2025/11/25,"22,802.85",23070.09,22587.11,23025.59,7558527356
2025/11/26,"23,163.19",23280.58,23074.39,23214.69,6491700216
