date,open,high,low,close,volume
2024/6/18,5207.98 ,5243.59 ,5204.97 ,5230.89 ,1203.91 
2024/6/19,5235.48 ,5236.30 ,5168.82 ,5168.82 ,1117.41 
2024/6/20,5162.16 ,5184.75 ,5092.29 ,5094.57 ,1130.63 
2024/6/21,5079.92 ,5128.14 ,5071.65 ,5102.33 ,980.90 
2024/6/24,5072.80 ,5078.96 ,4986.77 ,4992.91 ,1131.08 
2024/6/25,4989.07 ,5007.34 ,4918.04 ,4948.63 ,1046.84 
2024/6/26,4942.17 ,5024.77 ,4915.66 ,5020.43 ,1021.52 
2024/6/27,4998.99 ,5000.18 ,4925.16 ,4928.05 ,973.65 
2024/6/28,4914.67 ,5003.41 ,4914.55 ,4942.78 ,1147.43 
2024/7/1,4943.79 ,5017.61 ,4929.09 ,5003.16 ,1108.21 
2024/7/2,5000.58 ,5002.74 ,4934.12 ,4949.48 ,1059.03 
2024/7/3,4945.40 ,4950.51 ,4905.39 ,4910.92 ,961.21 
2024/7/4,4917.44 ,4935.61 ,4827.34 ,4834.50 ,987.72 
2024/7/5,4828.86 ,4877.93 ,4794.13 ,4866.26 ,937.25 
2024/7/8,4857.02 ,4857.27 ,4768.56 ,4783.62 ,967.89 
2024/7/9,4775.31 ,4888.48 ,4745.32 ,4876.90 ,1267.05 
2024/7/10,4857.48 ,4891.37 ,4836.17 ,4844.16 ,1172.45 
2024/7/11,4902.81 ,4941.70 ,4871.17 ,4939.73 ,1331.28 
2024/7/12,4926.98 ,4937.35 ,4905.80 ,4919.36 ,1155.94 
2024/7/15,4903.52 ,4903.52 ,4868.74 ,4883.90 ,1027.35 
2024/7/16,4877.60 ,4907.83 ,4850.43 ,4898.36 ,1136.48 
2024/7/17,4893.41 ,4900.36 ,4853.60 ,4856.58 ,1179.33 
2024/7/18,4822.13 ,4879.69 ,4793.43 ,4877.69 ,1152.84 
2024/7/19,4853.04 ,4900.38 ,4842.93 ,4872.05 ,1119.89 
2024/7/22,4872.64 ,4885.36 ,4839.11 ,4865.98 ,1103.08 
2024/7/23,4862.97 ,4862.97 ,4722.80 ,4722.80 ,1105.78 
2024/7/24,4712.29 ,4738.76 ,4661.83 ,4668.06 ,1030.27 
2024/7/25,4644.42 ,4710.46 ,4635.24 ,4665.45 ,958.85 
2024/7/26,4670.45 ,4744.45 ,4670.45 ,4736.38 ,941.19 
2024/7/29,4740.50 ,4742.15 ,4702.98 ,4708.84 ,909.79 
2024/7/30,4694.52 ,4712.04 ,4650.56 ,4699.28 ,861.81 
2024/7/31,4694.73 ,4887.92 ,4687.05 ,4886.41 ,1466.02 
2024/8/1,4893.87 ,4928.24 ,4834.65 ,4852.97 ,1197.66 
2024/8/2,4816.94 ,4874.71 ,4783.12 ,4788.62 ,1056.55 
2024/8/5,4756.08 ,4846.54 ,4693.82 ,4693.85 ,1234.87 
2024/8/6,4740.45 ,4774.93 ,4699.18 ,4750.78 ,1052.86 
2024/8/7,4747.98 ,4783.42 ,4719.94 ,4751.94 ,968.35 
2024/8/8,4737.09 ,4791.66 ,4701.79 ,4755.81 ,953.64 
2024/8/9,4778.26 ,4805.10 ,4720.31 ,4720.31 ,880.58 
2024/8/12,4716.96 ,4737.19 ,4696.05 ,4714.16 ,763.76 
2024/8/13,4713.96 ,4731.84 ,4680.59 ,4731.84 ,711.01 
2024/8/14,4729.81 ,4730.24 ,4667.07 ,4667.07 ,683.08 
2024/8/15,4656.70 ,4746.41 ,4647.79 ,4698.38 ,837.13 
2024/8/16,4703.60 ,4708.02 ,4662.11 ,4670.38 ,819.27 
2024/8/19,4666.33 ,4729.87 ,4666.26 ,4682.96 ,807.42 
2024/8/20,4684.29 ,4686.36 ,4590.39 ,4602.01 ,813.52 
2024/8/21,4589.09 ,4610.87 ,4582.27 ,4587.12 ,748.10 
2024/8/22,4589.50 ,4595.05 ,4526.25 ,4533.37 ,782.02 
2024/8/23,4523.99 ,4549.30 ,4513.20 ,4537.09 ,713.70 
2024/8/26,4542.86 ,4558.59 ,4523.73 ,4544.36 ,843.65 
2024/8/27,4532.49 ,4532.49 ,4487.09 ,4495.29 ,787.43 
2024/8/28,4486.43 ,4527.77 ,4482.03 ,4500.01 ,742.45 
2024/8/29,4483.55 ,4577.79 ,4475.22 ,4557.90 ,968.30 
2024/8/30,4557.50 ,4704.34 ,4548.38 ,4639.11 ,1447.49 
2024/9/2,4631.90 ,4632.31 ,4546.84 ,4546.88 ,1158.93 
2024/9/3,4543.22 ,4612.28 ,4543.22 ,4596.48 ,927.49 
2024/9/4,4567.69 ,4623.38 ,4552.30 ,4582.08 ,886.46 
2024/9/5,4585.17 ,4630.64 ,4582.05 ,4601.09 ,801.49 
2024/9/6,4609.34 ,4613.31 ,4535.35 ,4537.45 ,802.16 
2024/9/9,4517.57 ,4541.79 ,4487.84 ,4507.19 ,819.08 
2024/9/10,4509.32 ,4528.67 ,4432.91 ,4507.71 ,870.12 
2024/9/11,4490.19 ,4529.35 ,4479.03 ,4514.92 ,817.08 
2024/9/12,4518.99 ,4568.75 ,4496.59 ,4496.59 ,809.17 
2024/9/13,4500.39 ,4509.07 ,4450.96 ,4450.96 ,857.11 
2024/9/18,4450.09 ,4474.72 ,4397.16 ,4462.87 ,791.03 
2024/9/19,4481.46 ,4565.39 ,4437.54 ,4520.39 ,1054.06 
2024/9/20,4514.96 ,4515.81 ,4471.94 ,4498.39 ,890.84 
2024/9/23,4495.78 ,4545.54 ,4483.13 ,4494.69 ,851.05 
2024/9/24,4524.22 ,4690.57 ,4503.12 ,4689.60 ,1599.47 
2024/9/25,4743.63 ,4847.20 ,4724.43 ,4731.48 ,1822.10 
2024/9/26,4726.00 ,4938.18 ,4719.35 ,4938.18 ,1961.23 
2024/9/27,5027.26 ,5227.96 ,5021.51 ,5201.67 ,2326.47 
2024/9/30,5449.79 ,5757.92 ,5387.34 ,5743.22 ,4187.85 
2024/10/8,6417.81 ,6417.81 ,5868.85 ,6155.58 ,5792.63 
2024/10/9,6013.70 ,6088.08 ,5704.48 ,5735.64 ,5294.48 
2024/10/10,5768.61 ,5875.94 ,5597.48 ,5690.88 ,3908.14 
2024/10/11,5650.05 ,5652.85 ,5408.87 ,5470.81 ,2667.49 
2024/10/14,5503.65 ,5623.97 ,5408.39 ,5608.15 ,2792.31 
2024/10/15,5578.26 ,5661.07 ,5471.88 ,5472.56 ,2768.17 
2024/10/16,5393.67 ,5546.18 ,5393.67 ,5461.09 ,2224.26 
2024/10/17,5499.77 ,5541.03 ,5417.88 ,5418.99 ,2344.59 
